"CSV_fajl","oszlop 1","oszlop 2","oszlop 3","oszlop 4","oszlop 5","oszlop 6","oszlop 7","oszlop 8","oszlop 9"
"gepek_adatbazis","Gép_ID","Terület","Gép neve","Belső rendelési szám","SAP költséghely szám","Gyártási szám","Gyártási év","Aktív",""
